Home_Team,Away_Team,Pace_Diff,Off_Rating_Diff,Def_Rating_Diff,Matchup_Risk_Score
Orlando Magic,New York Knicks,0.9,9.6,4.6,4.25
Orlando Magic,Philadelphia 76ers,0.9,4.0,7.6,3.17
Orlando Magic,Phoenix Suns,0.8,8.7,7.8,4.57
Orlando Magic,Boston Celtics,0.1,11.6,0.9,3.71
Orlando Magic,Brooklyn Nets,0.1,0.6,5.0,1.23
Orlando Magic,Miami Heat,0.4,3.5,4.0,2.05
Brooklyn Nets,Memphis Grizzlies,7.8,8.2,2.4,6.84
Brooklyn Nets,Atlanta Hawks,6.8,4.5,0.1,4.77
Brooklyn Nets,Chicago Bulls,6.6,5.0,0.6,4.92
Brooklyn Nets,Washington Wizards,5.3,2.2,3.7,4.05
Brooklyn Nets,Utah Jazz,4.0,2.1,4.2,3.47
Brooklyn Nets,Denver Nuggets,3.9,11.0,0.7,5.39
Brooklyn Nets,Detroit Pistons,3.9,5.3,2.9,4.12
Brooklyn Nets,Cleveland Cavaliers,3.7,13.5,3.2,6.54
Brooklyn Nets,Oklahoma City Thunder,3.6,11.0,7.8,6.66
Brooklyn Nets,Indiana Pacers,3.5,7.3,0.4,4.02
Brooklyn Nets,Toronto Raptors,3.3,1.5,0.5,2.2
Brooklyn Nets,San Antonio Spurs,3.2,5.9,1.7,3.71
Brooklyn Nets,Dallas Mavericks,3.1,6.5,0.8,3.66
Brooklyn Nets,New Orleans Pelicans,3.1,1.7,4.2,2.9
Brooklyn Nets,Milwaukee Bucks,3.0,6.3,2.2,3.83
Brooklyn Nets,Golden State Warriors,3.0,5.1,3.2,3.67
Brooklyn Nets,Portland Trail Blazers,2.9,2.0,0.0,2.05
Brooklyn Nets,Houston Rockets,2.8,4.4,5.0,3.72
Brooklyn Nets,Sacramento Kings,2.3,7.7,1.1,3.68
Brooklyn Nets,Charlotte Hornets,1.7,1.6,1.1,1.55
Brooklyn Nets,Los Angeles Lakers,1.6,6.5,1.5,3.05
Brooklyn Nets,Minnesota Timberwolves,1.4,6.8,3.8,3.5
Brooklyn Nets,LA Clippers,1.3,4.9,4.1,2.94
Brooklyn Nets,New York Knicks,1.0,9.0,0.4,3.28
Brooklyn Nets,Philadelphia 76ers,1.0,3.4,2.6,2.04
Brooklyn Nets,Phoenix Suns,0.9,8.1,2.8,3.44
Brooklyn Nets,Boston Celtics,0.2,11.0,4.1,4.22
Brooklyn Nets,Orlando Magic,0.1,0.6,5.0,1.23
Brooklyn Nets,Miami Heat,0.3,2.9,1.0,1.22
Miami Heat,Memphis Grizzlies,8.1,5.3,1.4,5.92
Miami Heat,Atlanta Hawks,7.1,1.6,1.1,4.25
Miami Heat,Chicago Bulls,6.9,2.1,1.6,4.4
Miami Heat,Washington Wizards,5.6,5.1,4.7,5.27
Miami Heat,Utah Jazz,4.3,0.8,5.2,3.43
Miami Heat,Denver Nuggets,4.2,8.1,1.7,4.87
Miami Heat,Detroit Pistons,4.2,2.4,1.9,3.2
Miami Heat,Cleveland Cavaliers,4.0,10.6,2.2,5.62
Miami Heat,Oklahoma City Thunder,3.9,8.1,6.8,5.74
Miami Heat,Indiana Pacers,3.8,4.4,0.6,3.34
Miami Heat,Toronto Raptors,3.6,1.4,1.5,2.52
Miami Heat,San Antonio Spurs,3.5,3.0,2.7,3.19
Miami Heat,Dallas Mavericks,3.4,3.6,1.8,3.14
Miami Heat,New Orleans Pelicans,3.4,1.2,5.2,3.1
Miami Heat,Milwaukee Bucks,3.3,3.4,1.2,2.91
Miami Heat,Golden State Warriors,3.3,2.2,2.2,2.75
Miami Heat,Portland Trail Blazers,3.2,0.9,1.0,2.07
Miami Heat,Houston Rockets,3.1,1.5,4.0,2.8
Miami Heat,Sacramento Kings,2.6,4.8,2.1,3.16
Miami Heat,Charlotte Hornets,2.0,4.5,2.1,2.77
Miami Heat,Los Angeles Lakers,1.9,3.6,0.5,2.13
Miami Heat,Minnesota Timberwolves,1.7,3.9,2.8,2.58
Miami Heat,LA Clippers,1.6,2.0,3.1,2.02
Miami Heat,New York Knicks,1.3,6.1,0.6,2.6
Miami Heat,Philadelphia 76ers,1.3,0.5,3.6,1.52
Miami Heat,Phoenix Suns,1.2,5.2,3.8,2.92
Miami Heat,Boston Celtics,0.5,8.1,3.1,3.3
Miami Heat,Orlando Magic,0.4,3.5,4.0,2.05
Miami Heat,Brooklyn Nets,0.3,2.9,1.0,1.22
